Year,State,Region,Number of People by Medicare-Medicaid Enrollment Type,Number of People,Number of People with FFS,Number of Females with FFS,Number of Males with FFS,A%_<40,A%_40-64,A%_65-84,A%_85+,F%,M%,White%,AfrA%,His%,Asian%,Indig%,Unknown%,ha%,af%,hf%,dm%,hc%,hyp%,ihd%,strokeorTIA%,obesity%,pad%,Number of FFS people who used Medicare procedures,Number of FFS people who used Medicare imaging services,Number of FFS people who used Medicare laboratory/testing services,Number of FFS people who used Medicare durable medical equipment,Number of people who used Medicare Part D prescription drugs,Total Medicare payments,Total Medicare IP Hospital FFS payments,Total Medicare Other IP Hospital FFS payments,Total Medicare Part B drug FFS payments,Total Medicare procedure FFS payments,Total Medicare imaging FFS payments,Total Medicare durable medical equipment FFS payments,Total Medicare Part D prescription drug FFS costs (total RX cost),Number of FFS people who used Medicaid lab/xray services,Number of FFS people who used Medicaid durable medical equipment services,Number of FFS people who used Medicaid drugs,Number of FFS people who used Medicaid clinic services,Total Medicaid FFS payments,Total Medicaid lab/xray FFS payments,Total Medicaid durable medical equipment FFS payments,Total Medicaid drug FFS payments,Total Medicaid clinic payments
2012,NE,Midwest,Full Benefit,39439,36754,22976,13778,0.129,0.37,0.334,0.167,0.625,0.375,0.817,0.0908,0.0141,0.053,0.0165,0.0084,0.0081,0.0764,0.192,0.304,0.297,0.496,0.245,0.0384,0.134,0.126,22318,24592,27647,14011,36781,697881608,152394674,8524163,13400633,17421670,5351971,14861552,196302422,20551,21935,25240,11211,650756259,5286075,17725611,6184265,2432421
2012,NE,Midwest,Partial Benefit,5367,5356,2994,2362,0.0414,0.367,0.511,0.0803,0.559,0.441,0.829,0.0902,0.0095,0.0544,0.011,0.0058,0.0078,0.0527,0.113,0.251,0.255,0.375,0.216,0.0215,0.0986,0.0672,2094,2655,3016,1604,4635,65515404,12163272,339810,1939000,1836484,556671,1484972,18137553,351,309,274,180,2215240,95383,114076,112164,30719
2012,NE,Midwest,Medicare Only,262428,194031,107241,86790,0.0066,0.0729,0.776,0.144,0.539,0.461,0.942,0.0225,0.0053,0.0168,0.0029,0.0107,0.0072,0.0981,0.124,0.218,0.373,0.501,0.267,0.0259,0.0602,0.0745,127260,141664,162274,57775,147207,2029918590,513282833,5841902,84202299,109527041,29869043,41743464,167923220,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012,NE,Midwest,Medicaid Only (Disability),19801,8036,3787,4249,0.536,0.457,NaN,NaN,0.489,0.511,0.652,0.164,0.0157,0.0008,0.0307,0.0787,0.0047,0.0134,0.0449,0.12,0.057,0.152,0.0604,0.0167,0.0506,0.0146,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14890,10088,16931,4620,341768572,8485982,9328953,67655124,3063067
2012,NH,Northeast,Full Benefit,22628,22572,14038,8534,0.192,0.364,0.269,0.175,0.622,0.378,0.939,0.0125,0.0098,0.0249,0.0015,0.0124,0.0104,0.0727,0.166,0.284,0.342,0.455,0.221,0.0509,0.149,0.141,12562,14260,12773,6983,20695,406538111,85252446,13702451,2693004,8578448,3156475,7558615,105893452,3380,6919,12298,6211,453254273,1419761,4239968,2654985,12908443
2012,NH,Northeast,Partial Benefit,12492,12489,7712,4777,0.121,0.45,0.379,0.05,0.618,0.382,0.937,0.0152,0.0073,0.0271,0.0014,0.0118,0.0074,0.0448,0.091,0.245,0.348,0.41,0.177,0.0183,0.125,0.0673,5971,7971,7257,3974,10818,148417118,33685073,2527445,2370848,4787939,1646159,3332541,42424550,972,451,657,1211,9032596,226755,156215,393470,569532
2012,NH,Northeast,Medicare Only,216877,168743,91255,77488,0.0125,0.105,0.764,0.118,0.527,0.473,0.962,0.0086,0.0055,0.008,0.0004,0.0152,0.0087,0.0925,0.104,0.222,0.473,0.533,0.232,0.03,0.068,0.0731,102839,119223,118843,44034,86557,1592827582,436907857,15916717,26698893,85059707,25049570,30064286,108014067,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012,NH,Northeast,Medicaid Only (Disability),13278,13278,7105,6173,0.428,0.567,NaN,NaN,0.535,0.465,0.931,0.0185,0.0069,0.0304,0.0026,0.001,0.0044,0.0105,0.0337,0.122,0.0979,0.141,0.0628,0.013,0.0637,0.0192,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9928,6639,10726,5461,222174241,10414425,6858857,37789011,11554136
2012,NJ,Northeast,Full Benefit,193345,151178,95518,55660,0.0821,0.266,0.48,0.172,0.637,0.363,0.441,0.209,0.0918,0.239,0.001,0.0187,0.0129,0.0851,0.258,0.42,0.466,0.658,0.402,0.0841,0.134,0.313,117762,123560,142783,62939,178960,4058677479,921282364,68760078,49117728,140708651,56453696,51711168,941049902,128950,92082,98649,5872,2933968204,3198162,10776363,6956469,3166250
2012,NJ,Northeast,Partial Benefit,28652,28460,18387,10073,0.0265,0.291,0.55,0.132,0.647,0.353,0.589,0.201,0.0297,0.169,0.0006,0.0105,0.0089,0.0563,0.153,0.308,0.389,0.471,0.286,0.0321,0.0994,0.131,12291,13990,16497,6841,26366,465486375,84061827,6170692,5562698,15124881,6249712,5303185,127175672,340,214,255,97,2177571,28141,74206,102557,65472
2012,NJ,Northeast,Medicare Only,1254071,874782,495072,379710,0.0088,0.09,0.761,0.14,0.551,0.449,0.797,0.094,0.0295,0.0611,0.0003,0.0182,0.0097,0.104,0.172,0.316,0.57,0.633,0.37,0.0444,0.0777,0.17,640957,666690,793213,238311,675216,12164388493,3042843980,98345659,386676416,774722541,328454294,162852960,1148476152,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012,NJ,Northeast,Medicaid Only (Disability),120259,33608,14476,19132,0.528,0.466,NaN,NaN,0.467,0.533,0.365,0.349,0.0074,0.0995,0.0021,0.0014,0.005,0.0158,0.0656,0.153,0.098,0.23,0.0947,0.0345,0.0512,0.037,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86223,51430,97551,12526,1119787507,15529204,5020444,52233628,5944611
2012,NM,Southwest,Full Benefit,40828,28864,16953,11911,0.12,0.279,0.473,0.128,0.605,0.395,0.3,0.0232,0.0137,0.503,0.153,0.0068,0.0087,0.0361,0.163,0.331,0.304,0.48,0.21,0.0407,0.121,0.121,16627,21272,22257,12306,35996,565184941,113665383,6082864,8301690,14586459,5258667,13135504,109536144,24440,19792,10972,9438,213766914,342421,2349933,792139,306629
2012,NM,Southwest,Partial Benefit,33400,33358,18600,14758,0.0621,0.358,0.519,0.0612,0.558,0.442,0.365,0.0218,0.0071,0.521,0.0798,0.0054,0.0069,0.0249,0.0969,0.28,0.255,0.376,0.17,0.018,0.0957,0.0494,11483,15616,16135,8410,28740,373314836,73261029,2683498,4360866,10993135,3851102,8005016,78510382,10915,5470,850,1545,14374018,761338,1084486,40410,205087
2012,NM,Southwest,Medicare Only,280689,158515,81085,77430,0.0106,0.11,0.774,0.106,0.512,0.488,0.664,0.0147,0.0067,0.264,0.0393,0.0117,0.0073,0.0567,0.115,0.232,0.382,0.478,0.232,0.0274,0.068,0.0693,92057,104191,117030,44453,140372,1959439888,370133133,8222470,38046853,78972145,29621668,37012038,150011787,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012,NM,Southwest,Medicaid Only (Disability),42585,11756,5171,6585,0.511,0.481,NaN,NaN,0.471,0.529,0.242,0.0217,0.0042,0.287,0.172,0.0004,0.003,0.0057,0.0314,0.117,0.0437,0.115,0.0384,0.0117,0.0441,0.0051,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29952,17029,34907,5143,217330666,4348891,2938939,7939228,1463990
2012,NV,West,Full Benefit,25097,24787,15692,9095,0.108,0.256,0.501,0.135,0.633,0.367,0.514,0.141,0.111,0.206,0.0145,0.0149,0.0098,0.0564,0.194,0.333,0.377,0.548,0.274,0.0646,0.121,0.175,13107,15773,17543,8778,22470,548250371,120265340,17854069,5176677,15959329,8623736,10826283,86183625,9898,5014,17214,4034,265275943,2542398,2189819,7525177,3832841
2012,NV,West,Partial Benefit,24392,24363,14219,10144,0.0516,0.351,0.548,0.0494,0.584,0.416,0.609,0.128,0.0561,0.178,0.0164,0.0128,0.0049,0.0234,0.0886,0.2,0.231,0.32,0.156,0.022,0.0827,0.0604,7712,9961,10893,5072,20877,366997594,54829879,8660281,2993553,10259285,4981423,5391177,69265208,3241,293,794,1992,7466433,414927,71950,254588,807789
2012,NV,West,Medicare Only,364604,190434,95234,95200,0.0105,0.101,0.801,0.0874,0.502,0.498,0.791,0.0624,0.0436,0.0772,0.0057,0.0204,0.0072,0.0683,0.108,0.235,0.44,0.507,0.253,0.0364,0.0653,0.0948,120214,133869,151107,51153,178501,3184486473,529627285,23145735,72520724,148285501,64884582,44577631,207917332,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012,NV,West,Medicaid Only (Disability),29361,29355,13943,15412,0.551,0.44,NaN,NaN,0.475,0.525,0.483,0.266,0.0254,0.0046,0.0119,0.2,0.0034,0.0093,0.0466,0.121,0.092,0.181,0.0695,0.0169,0.0546,0.0184,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20397,11624,23011,6675,498488259,20097542,15965718,94592392,18590753
2012,NY,Northeast,Full Benefit,708718,680017,415330,264687,0.0761,0.254,0.507,0.163,0.613,0.387,0.45,0.192,0.0949,0.232,0.0028,0.0283,0.0096,0.0615,0.22,0.374,0.392,0.54,0.341,0.0511,0.11,0.206,339693,381692,418488,194838,650588,14554381939,3475622769,321612961,156114951,463279935,201058074,168454241,3462640292,336081,276289,401538,106645,16652714169,19170666,79610354,48303355,87233927
2012,NY,Northeast,Partial Benefit,137403,137185,87997,49188,0.0283,0.239,0.591,0.142,0.641,0.359,0.62,0.154,0.0542,0.151,0.0026,0.0185,0.0052,0.0337,0.0832,0.172,0.207,0.267,0.158,0.0159,0.0535,0.0584,31426,38979,42706,17823,124143,1847868130,189832033,15541630,13897975,30980339,14881245,13682687,439494174,13487,6138,4979,3036,36382461,702518,689673,937102,891531
2012,NY,Northeast,Medicare Only,2462612,1282588,702395,580193,0.0074,0.1,0.758,0.135,0.541,0.459,0.791,0.102,0.0234,0.0588,0.0011,0.0238,0.0087,0.0926,0.153,0.293,0.512,0.57,0.336,0.0361,0.0671,0.138,885496,957961,1099666,319581,1192546,21573177796,4528846436,181316359,454680956,1049748552,474252842,212863159,1638535397,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012,NY,Northeast,Medicaid Only (Disability),452668,177961,76199,101761,0.506,0.484,NaN,NaN,0.472,0.528,0.334,0.298,0.0245,0.0165,0.0031,0.266,0.0033,0.01,0.0522,0.123,0.0831,0.16,0.0796,0.0178,0.0623,0.0192,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,322238,142228,372831,138147,8228077348,21151286,52625116,517785000,191760318
2012,OH,Midwest,Full Benefit,236402,234762,147153,87609,0.135,0.349,0.357,0.159,0.627,0.373,0.734,0.219,0.0131,0.0229,0.001,0.0096,0.0121,0.0746,0.241,0.356,0.38,0.576,0.309,0.0688,0.156,0.22,139744,147343,156190,81955,219471,5164227910,1116387056,90031213,56741627,117973654,43391183,93364187,1141925895,141189,120612,125048,32325,4867672761,17585978,73807955,25418607,23509359
2012,OH,Midwest,Partial Benefit,122751,122683,72951,49732,0.0771,0.476,0.395,0.0513,0.595,0.405,0.748,0.214,0.0059,0.0239,0.0008,0.0077,0.0076,0.0356,0.115,0.256,0.311,0.419,0.212,0.0265,0.12,0.0789,49327,62713,65541,33528,109315,1696882607,320401663,33284187,19265222,44238462,14846257,30377741,468678349,42809,23975,7556,10793,181892546,4216605,5306961,3232468,4365246
2012,OH,Midwest,Medicare Only,1758481,870581,464307,406274,0.0082,0.0912,0.769,0.131,0.54,0.46,0.897,0.0744,0.0066,0.0087,0.0002,0.0133,0.01,0.0931,0.149,0.271,0.498,0.601,0.31,0.0379,0.0731,0.114,578445,639683,713016,263074,1004658,12948454515,2605782230,83821057,256347416,502300778,147113800,175389969,1247472816,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012,OH,Midwest,Medicaid Only (Disability),235942,138211,62337,75874,0.442,0.551,NaN,NaN,0.493,0.507,0.637,0.33,0.0047,0.0002,0.0009,0.0249,0.0055,0.0113,0.057,0.127,0.083,0.172,0.0782,0.0201,0.0718,0.031,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,183615,110164,200781,41764,2809058077,71269313,69867767,330436236,18417924
2012,OK,Southwest,Full Benefit,99864,99635,63676,35959,0.117,0.363,0.41,0.111,0.639,0.361,0.692,0.13,0.0156,0.0392,0.118,0.0053,0.0108,0.0573,0.246,0.344,0.339,0.592,0.328,0.0557,0.138,0.172,53180,65872,70784,38414,92289,1903870535,422093085,41857919,22567903,46769149,18488664,47787392,420130432,67442,30763,29641,23361,1067884632,12639527,21712038,7999802,7321719
2012,OK,Southwest,Partial Benefit,23781,23759,13130,10629,0.0582,0.413,0.48,0.0486,0.553,0.447,0.737,0.103,0.006,0.0296,0.12,0.0043,0.0081,0.0338,0.129,0.248,0.262,0.423,0.234,0.0218,0.0912,0.0663,8850,11673,12842,6422,20829,288969036,50511027,3057432,3228301,7703852,2658052,6403818,77975945,924,262,483,375,4433688,185970,65829,237694,91497
2012,OK,Southwest,Medicare Only,546966,381561,204168,177393,0.011,0.116,0.763,0.11,0.526,0.474,0.859,0.0445,0.0059,0.0144,0.0678,0.0082,0.0089,0.0751,0.149,0.25,0.42,0.577,0.327,0.0344,0.0613,0.0879,245433,276999,315480,117744,266972,4266873771,976917912,31316841,113769108,211649010,67003309,92204132,367349033,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012,OK,Southwest,Medicaid Only (Disability),71900,37784,18942,18842,0.531,0.466,NaN,NaN,0.503,0.497,0.628,0.196,0.0072,0.0005,0.074,0.0917,0.0041,0.0097,0.067,0.133,0.0693,0.195,0.0842,0.0196,0.0644,0.0256,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,51050,33361,60023,22848,985099863,49643585,32758850,178476904,21411213
2012,OR,West,Full Benefit,70032,33568,19822,13746,0.119,0.315,0.422,0.144,0.606,0.394,0.799,0.0319,0.066,0.0672,0.0157,0.02,0.01,0.0618,0.185,0.288,0.271,0.43,0.203,0.0433,0.125,0.103,18131,23595,27160,14510,63330,1145029334,165170737,11424310,10372047,15981536,5080915,16338596,261020797,40636,30486,35489,12695,798238546,2428738,9615548,7738208,2146111
2012,OR,West,Partial Benefit,44527,44450,25027,19423,0.067,0.409,0.476,0.0487,0.563,0.437,0.862,0.0304,0.0227,0.0592,0.0151,0.0109,0.0052,0.0303,0.0797,0.197,0.216,0.296,0.128,0.016,0.0912,0.0399,14378,19359,22082,9925,38058,506836000,90484918,6061617,7935110,13204145,4371918,9029027,134027261,9148,4589,2343,661,14459181,1500460,559312,1503804,103145
2012,OR,West,Medicare Only,594137,275824,140903,134921,0.0066,0.0843,0.779,0.131,0.522,0.478,0.937,0.0089,0.0142,0.0193,0.0064,0.0142,0.008,0.0825,0.116,0.209,0.369,0.454,0.208,0.0284,0.0621,0.0671,165177,183265,212339,74575,335076,4177282476,691170647,8154319,85262093,148930395,42106504,55731354,320719648,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012,OR,West,Medicaid Only (Disability),57976,6660,3285,3375,0.466,0.529,NaN,NaN,0.491,0.509,0.773,0.0576,0.0249,0.0486,0.0244,0.0345,0.0042,0.0143,0.0529,0.103,0.0434,0.12,0.0542,0.0302,0.0381,0.0087,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42754,21681,47945,14575,445491633,11632775,7206381,72642028,3646911
2012,PA,Northeast,Full Benefit,365378,250552,156802,93750,0.123,0.354,0.379,0.144,0.62,0.38,0.692,0.193,0.0295,0.0746,0.0007,0.0105,0.011,0.0744,0.21,0.322,0.355,0.526,0.301,0.0634,0.126,0.261,152607,165491,173365,79937,333272,6812644469,1179438587,96620230,57123178,135430287,48609921,76460496,1558662563,149422,90791,164567,38137,5443940495,9383248,801618570,34017250,9998239
2012,PA,Northeast,Partial Benefit,81023,80769,48221,32548,0.0457,0.359,0.507,0.0884,0.597,0.403,0.8,0.135,0.0096,0.0478,0.0004,0.0073,0.0061,0.0357,0.0878,0.197,0.245,0.31,0.17,0.0206,0.0779,0.0761,24930,30291,32085,15303,71494,1137797221,161939248,13135316,10303987,25185726,7645518,12929134,285119934,4015,1602,2586,1055,9967018,310531,376694,890111,229343
2012,PA,Northeast,Medicare Only,2068272,1012447,561064,451383,0.0068,0.0906,0.756,0.147,0.545,0.455,0.909,0.0596,0.0081,0.0121,0.0002,0.0114,0.0102,0.104,0.145,0.263,0.531,0.607,0.316,0.0432,0.0715,0.181,713912,748165,832322,294638,1162945,18417602958,3233246425,79987979,397441414,701887746,199901811,198695387,1561956357,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012,PA,Northeast,Medicaid Only (Disability),501556,69522,33086,36436,0.582,0.417,NaN,NaN,0.473,0.527,0.595,0.246,0.015,0.0804,0.0015,0.0292,0.0063,0.0119,0.038,0.0889,0.0505,0.126,0.0564,0.0215,0.0324,0.0211,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,184163,69388,170293,33132,2314778854,46375287,329732862,282658073,17032333
2012,RI,Northeast,Full Benefit,35970,33943,21497,12446,0.114,0.338,0.365,0.182,0.633,0.367,0.698,0.0725,0.0249,0.176,0.0038,0.0247,0.0111,0.0592,0.159,0.306,0.387,0.51,0.235,0.0387,0.114,0.208,17776,20890,22811,9564,33614,625603085,111907570,17331838,5843083,14171249,7411632,7839877,148176228,11927,13299,19515,3939,715463546,11587594,7946439,2006202,1158513
2012,RI,Northeast,Partial Benefit,7860,7060,4263,2797,0.0415,0.348,0.495,0.116,0.612,0.388,0.8,0.0598,0.0136,0.102,0.0037,0.0215,0.0065,0.0289,0.0754,0.184,0.249,0.299,0.141,0.0144,0.069,0.0635,1954,2626,2902,1105,7216,106854172,12032189,2547670,459112,1803460,856923,735432,27554921,431,315,445,149,5104409,185969,79763,96341,42577
2012,RI,Northeast,Medicare Only,157369,73728,40390,33338,0.008,0.103,0.738,0.151,0.543,0.457,0.92,0.0215,0.0081,0.0302,0.001,0.0192,0.0109,0.0976,0.133,0.245,0.534,0.606,0.288,0.0353,0.0677,0.17,51360,55301,62713,18772,92413,1307722540,225219777,7607617,17505421,49982139,18854507,10845589,107757303,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012,RI,Northeast,Medicaid Only (Disability),27060,20488,10649,9839,0.518,0.473,NaN,NaN,0.479,0.521,0.416,0.101,0.0178,0.155,0.0037,0.118,0.0034,0.0093,0.0346,0.135,0.113,0.186,0.0599,0.0118,0.0424,0.0216,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18925,9880,22129,2286,361038566,35594545,6868800,13814871,923542
2012,SC,Southeast,Full Benefit,134934,129753,83002,46751,0.101,0.372,0.412,0.115,0.642,0.358,0.469,0.501,0.009,0.0145,0.0014,0.0051,0.009,0.047,0.186,0.348,0.351,0.584,0.244,0.0509,0.113,0.116,65127,79002,90776,43921,124733,2408597480,475384427,28895057,30778079,57950469,22692920,47895067,565552026,56282,39279,44765,40681,1052618051,22666690,17621425,7664165,27186626
2012,SC,Southeast,Partial Benefit,25709,25255,15431,9824,0.028,0.403,0.508,0.0605,0.611,0.389,0.567,0.416,0.003,0.0085,0.001,0.0037,0.0061,0.0341,0.115,0.258,0.294,0.418,0.193,0.0243,0.0837,0.0637,9301,11607,13589,6592,23574,378057975,53815397,3088716,3740297,8734205,3402874,6234103,96936962,596,358,461,347,1647851,230779,65305,100974,52187
2012,SC,Southeast,Medicare Only,722372,512068,276064,236004,0.0086,0.13,0.767,0.0953,0.529,0.471,0.801,0.178,0.0047,0.0078,0.0005,0.0087,0.0074,0.0809,0.121,0.272,0.525,0.62,0.276,0.0361,0.0631,0.0901,365118,396442,469854,164664,320358,5766379266,1331967686,27234581,177348028,337507748,118846259,125977341,479010408,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012,SC,Southeast,Medicaid Only (Disability),97838,39148,17086,22062,0.517,0.481,NaN,NaN,0.474,0.526,0.309,0.361,0.0043,0.0086,0.002,0.0009,0.0053,0.0088,0.0509,0.104,0.0683,0.187,0.0591,0.0242,0.035,0.0152,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,68516,33995,77358,39444,842147918,22627789,27689999,111534416,38141444
2012,SD,Midwest,Full Benefit,13648,13625,8563,5062,0.131,0.271,0.365,0.233,0.628,0.372,0.796,0.0102,0.0073,0.0108,0.167,0.0085,0.0088,0.071,0.221,0.3,0.28,0.507,0.232,0.0391,0.11,0.168,6983,8429,9141,4021,12562,207433305,51274275,3783583,2436007,4784958,1518935,3489104,55559990,5596,3610,4867,4110,245369725,569852,1311952,1117253,3481634
2012,SD,Midwest,Partial Benefit,8291,8284,4928,3356,0.0802,0.389,0.445,0.0862,0.595,0.405,0.84,0.0124,0.0048,0.0182,0.12,0.0053,0.0074,0.0518,0.13,0.272,0.281,0.421,0.207,0.0168,0.121,0.0663,3824,5000,5250,2743,7145,107064857,26107673,1247385,4107901,3439606,1104353,2367875,28960139,2139,84,201,1580,7932126,272800,35001,355573,494156
2012,SD,Midwest,Medicare Only,128672,93754,50255,43499,0.0066,0.0707,0.783,0.139,0.523,0.477,0.953,0.0026,0.0027,0.0042,0.0279,0.0095,0.0076,0.0836,0.121,0.213,0.381,0.496,0.25,0.0236,0.0591,0.072,60241,70116,76409,29330,71055,923912043,262295300,3874910,26914479,50038264,15654126,20056440,80940723,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012,SD,Midwest,Medicaid Only (Disability),10875,6305,2574,3731,0.597,0.401,NaN,NaN,0.457,0.543,0.549,0.0134,NaN,NaN,0.195,0.236,0.0021,0.0049,0.0281,0.0742,0.0363,0.079,0.0282,0.0113,0.0382,0.0086,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6913,4937,7785,4837,213306438,6438364,7245379,26750179,15959667
2012,TN,Southeast,Full Benefit,152794,100285,62507,37778,0.116,0.376,0.387,0.121,0.621,0.379,0.735,0.238,0.0098,0.0108,0.0011,0.0052,0.0152,0.0718,0.272,0.367,0.387,0.641,0.344,0.0693,0.139,0.158,73143,85805,93432,50310,142472,2944981977,528342593,55208549,24529123,57808754,26190889,61247038,656257344,23022,19133,11305,23821,609244245,1517673,11253155,14085201,2342384
2012,TN,Southeast,Partial Benefit,128570,128451,76598,51853,0.0585,0.413,0.471,0.0575,0.596,0.404,0.764,0.213,0.006,0.0114,0.0009,0.0049,0.0079,0.034,0.123,0.243,0.28,0.408,0.216,0.0213,0.0874,0.0701,52663,62222,72708,37670,117627,1791601833,261441119,17675090,18149189,45179452,17872404,39336003,473557890,4904,1561,1923,5526,9535851,628432,3153485,1978408,791604
2012,TN,Southeast,Medicare Only,914320,557397,300529,256868,0.0078,0.119,0.772,0.101,0.529,0.471,0.894,0.0865,0.0046,0.0057,0.0005,0.0082,0.0101,0.0822,0.141,0.266,0.467,0.596,0.3,0.0341,0.0614,0.0885,390572,427772,505167,189110,491257,7239581800,1390015215,49096151,199504314,322813665,112255239,144117091,652039618,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012,TN,Southeast,Medicaid Only (Disability),149060,38228,14245,23983,0.469,0.526,NaN,NaN,0.492,0.508,0.465,0.237,0.004,0.007,0.0016,0.0001,NaN,0.0007,0.0131,0.0243,0.011,0.0289,0.0106,0.0036,0.0209,0.0018,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,113856,47728,125490,58458,642731411,724279,563101,368595333,339988
2012,TX,Southwest,Full Benefit,406530,354809,224929,129880,0.0929,0.239,0.509,0.159,0.637,0.363,0.336,0.177,0.0574,0.422,0.0019,0.0059,0.0113,0.0606,0.274,0.424,0.444,0.651,0.37,0.0753,0.134,0.263,214303,256123,290969,143332,372718,9066344700,1671552327,125131840,92379492,219789258,112347468,145087642,1642360344,25902,124562,184506,3498,4115841425,5253886,123157620,29344714,678372
2012,TX,Southwest,Partial Benefit,302981,301279,180599,120680,0.0557,0.335,0.544,0.0654,0.6,0.4,0.349,0.208,0.0195,0.418,0.0021,0.0043,0.0068,0.03,0.144,0.295,0.32,0.447,0.239,0.0282,0.108,0.1,113171,145001,161102,82020,270584,5258829360,824367496,61898551,68231642,143238216,56314273,80062753,1016918483,2115,2362,32060,591,377323945,769278,1211614,9331588,136801
2012,TX,Southwest,Medicare Only,2730291,1715889,917634,798252,0.0124,0.106,0.779,0.103,0.521,0.479,0.734,0.0863,0.0158,0.153,0.0015,0.0095,0.008,0.0775,0.149,0.26,0.469,0.577,0.31,0.0378,0.0714,0.105,1144800,1278834,1487569,497036,1197623,24342743755,4695570203,219579161,689259760,1183759496,476168261,381951281,1765895564,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012,TX,Southwest,Medicaid Only (Disability),470076,245309,101035,144249,0.591,0.408,NaN,NaN,0.449,0.551,0.221,0.195,0.012,0.224,0.0005,0.0002,0.0037,0.0044,0.0394,0.0911,0.042,0.112,0.0435,0.0139,0.0291,0.0127,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,349198,193398,372544,50312,4626660727,222983632,200151213,689451243,13096472
2012,UT,West,Full Benefit,31293,18244,10726,7518,0.172,0.381,0.366,0.0808,0.604,0.396,0.752,0.0176,0.0499,0.131,0.0278,0.0213,0.0054,0.0414,0.16,0.283,0.226,0.384,0.164,0.0337,0.128,0.17,12786,13560,15045,7316,28383,506447881,68475276,10943294,8422980,11737443,3112920,8967781,140431863,16583,8881,16081,22056,364976650,10402344,4970285,8853372,10268508
2012,UT,West,Partial Benefit,5836,5783,3240,2543,0.0973,0.405,0.443,0.0555,0.56,0.44,0.816,0.019,0.0295,0.104,0.0195,0.0122,0.0028,0.0223,0.0759,0.17,0.137,0.207,0.113,0.0138,0.0572,0.0348,1642,1978,2189,1063,4992,68892107,8046247,995442,562496,1395569,381208,1048510,19366931,639,221,358,842,2749134,433403,64853,258974,372975
2012,UT,West,Medicare Only,286513,146979,78713,68266,0.0134,0.0826,0.786,0.118,0.524,0.476,0.931,0.0044,0.0131,0.0359,0.0036,0.0117,0.0062,0.0781,0.131,0.234,0.316,0.431,0.225,0.0277,0.0527,0.0858,103251,101821,119412,47812,144994,2117675640,348351373,7120404,58804024,99384919,22061952,44442214,169330757,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012,UT,West,Medicaid Only (Disability),25790,3416,1570,1846,0.557,0.442,NaN,NaN,0.504,0.496,0.902,0.0272,0.0197,0.0008,0.0269,0.0198,0.0056,0.0129,0.0383,0.112,0.0331,0.0963,0.0468,0.0135,0.0454,0.0061,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17053,7341,21122,20534,422854803,10274356,8866290,90321576,20666911
